ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	CATEGORY	SUBCATEGORY
28000	ªÁ»≠ºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MANA_BURN_PCT	100	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	1	0	0	0	5	1
28004	¿⁄∫˘ºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MANA_BURN_PCT	70	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	5	0	0	0	5	1
28008	ºˆ«≥ºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MANA_BURN_PCT	50	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	9	0	0	0	5	1
28012	π´≥˙ºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28030	≈ıøµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28031	¿¸øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28032	∞≠øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28033	¡ˆøµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28034	»∏øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28035	∫πøµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28036	¡÷øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28037	ø™øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28038	≈∏øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28039	»Ê∏∂øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28040	æœ∏∂øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	30	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28041	≈ÎøµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	75	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28042	∑…øµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28043	ªÏøµºÆ+0	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28100	ªÁ»≠ºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	5000	5000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	100	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	1	0	0	0	5	1
28104	¿⁄∫˘ºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	5000	5000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	100	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	5	0	0	0	5	1
28108	ºˆ«≥ºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	5000	5000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NORMAL_HIT_DEFEND_BONUS	50	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	9	0	0	0	5	1
28112	π´≥˙ºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28130	≈ıøµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28131	¿¸øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28132	∞≠øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28133	¡ˆøµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28134	»∏øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28135	∫πøµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28136	¡÷øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28137	ø™øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28138	≈∏øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28139	»Ê∏∂øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28140	æœ∏∂øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	60	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28141	≈ÎøµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	150	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28142	∑…øµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28143	ªÏøµºÆ+1	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28200	ªÁ»≠ºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	10000	10000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	100	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	1	0	0	0	5	1
28204	¿⁄∫˘ºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	10000	10000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	70	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	5	0	0	0	5	1
28208	ºˆ«≥ºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	10000	10000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_MAGIC	50	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	9	0	0	0	5	1
28212	π´≥˙ºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28230	≈ıøµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28231	¿¸øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28232	∞≠øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28233	¡ˆøµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28234	»∏øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28235	∫πøµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28236	¡÷øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28237	ø™øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28238	≈∏øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28239	»Ê∏∂øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28240	æœ∏∂øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	90	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28241	≈ÎøµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	225	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28242	∑…øµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28243	ªÏøµºÆ+2	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28300	ªÁ»≠ºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	20000	20000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_SWORD	100	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	1	0	0	0	5	1
28304	¿⁄∫˘ºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	20000	20000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_SWORD	70	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	5	0	0	0	5	1
28308	ºˆ«≥ºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	20000	20000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_RESIST_SWORD	50	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	9	0	0	0	5	1
28312	π´≥˙ºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28330	≈ıøµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28331	¿¸øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28332	∞≠øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28333	¡ˆøµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28334	»∏øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28335	∫πøµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28336	¡÷øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28337	ø™øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28338	≈∏øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28339	»Ê∏∂øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
28340	æœ∏∂øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_SP	120	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	27	0	0	0	5	1
28341	≈ÎøµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	300	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	28	0	0	0	5	1
28342	∑…øµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	20	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	29	0	0	0	5	1
28343	ªÏøµºÆ+3	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	30	0	0	0	5	1
28400	ªÁ»≠ºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	40000	40000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	1	0	0	0	5	1
28404	¿⁄∫˘ºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	40000	40000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	5	0	0	0	5	1
28408	ºˆ«≥ºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	40000	40000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	9	0	0	0	5	1
28412	π´≥˙ºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WOLFMAN	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	13	0	0	0	5	1
28430	≈ıøµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_PENETRATE_PCT	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	17	0	0	0	5	1
28431	¿¸øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CRITICAL_PCT	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	18	0	0	0	5	1
28432	∞≠øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_CAST_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	19	0	0	0	5	1
28433	¡ˆøµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	20	0	0	0	5	1
28434	»∏øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	21	0	0	0	5	1
28435	∫πøµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	22	0	0	0	5	1
28436	¡÷øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	23	0	0	0	5	1
28437	ø™øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_WEAPON	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	24	0	0	0	5	1
28438	≈∏øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_BLOCK	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	25	0	0	0	5	1
28439	»Ê∏∂øµºÆ+4	ITEM_METIN	METIN_NORMAL	1	NONE	NONE	WEAR_BODY	NONE	2500	2500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DODGE	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	26	0	0	0	5	1
